ID,UUID,Satisfaction,Trust/Confidence,Effectiveness/Quality,UserGroup,Years,Region,Ease/Simplicity,Efficiency/Speed,Equity/Transparency,Helpfulness,FreeText,Created At,Page,Referrer,User Agent
2023-08-27_17:35:06-341,8fa9d5f6-017b-,5,4,4,Group3,1-2 years,Region3,1,2,1,2,,2022-06-29 20:05:43 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-342,9ff5ecf2-994f-,3,4,3,Group2,1-2 years,Region3,4,3,3,3,,2022-06-30 18:15:42 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36 Edg/98.0.1108.62"
2023-08-27_17:35:06-343,092afb92-5216-,4,4,4,Group3,2-3 years,Region4,2,4,3,2,,2022-07-01 04:29:57 UTC,/contact/,https://catalog.beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
2023-08-27_17:35:06-344,350d97c0-b5bc-,4,5,5,Group3,4-5 years,Region5,5,5,5,5,,2022-07-01 04:49:27 UTC,/contact/,https://beepbeep.gov/request/,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-345,1fd40af5-8338-,3,4,2,Group3,1-2 years,Region2,2,2,2,2,,2022-07-01 18:07:41 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36 Edg/103.0.1264.37"
2023-08-27_17:35:06-346,d6404626-cc74-,4,5,5,Group2,2-3 years,Region3,3,1,1,2,,2022-07-02 03:46:11 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (X11; CrOS x86_64 14695.85.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
2023-08-27_17:35:06-347,47ee4174-64f5-,4,5,3,Group4,3-4 years,Region3,3,2,3,3,,2022-07-03 00:30:39 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; moto g pure) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"
2023-08-27_17:35:06-348,ac906ff1-a600-,4,4,4,Group3,3-4 years,Region5,2,3,3,1,,2022-07-04 15:19:40 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-349,c1238a04-ddde-,3,4,3,Group3,2-3 years,Region3,3,3,3,3,,2022-07-04 22:10:01 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-350,f5f13f25-1812-,4,2,2,Group2,1-2 years,Region2,4,2,1,3,,2022-07-05 02:06:51 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36 Edg/103.0.1264.44"
2023-08-27_17:35:06-351,e758e0fe-89ac-,4,4,3,Group2,3-4 years,Region4,3,3,3,3,,2022-07-05 03:55:55 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-352,4033d474-ed2d-,4,4,4,Group3,2-3 years,Region4,4,3,3,3,,2022-07-05 07:18:37 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; V2111) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36"
2023-08-27_17:35:06-353,436ef7c8-f367-,4,4,3,Group4,2-3 years,Region4,4,4,3,4,,2022-07-05 19:07:40 UTC,/contact/,nan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-354,618fba44-fa13-,4,4,4,Group4,2-3 years,Region3,2,3,3,1,,2022-07-05 22:26:44 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-355,aaf50870-e278-,3,4,3,Group3,1-2 years,Region2,3,2,2,2,,2022-07-06 14:22:23 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-356,d4c8bcf5-438b-,4,5,4,Group3,1-2 years,Region4,3,3,3,2,,2022-07-06 20:14:52 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
2023-08-27_17:35:06-357,1b1d687e-63ae-,4,2,3,Group3,1-2 years,Region2,2,2,2,2,,2022-07-06 23:16:26 UTC,/contact/,https://catalog.beepbeep.gov/,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0
2023-08-27_17:35:06-358,efb8f547-a079-,4,4,3,Group3,3-4 years,Region4,4,3,3,2,,2022-07-07 02:19:46 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15"
2023-08-27_17:35:06-359,d459affc-61d6-,4,4,4,Group3,3-4 years,Region3,2,4,2,2,,2022-07-07 13:46:25 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36 Edg/103.0.1264.44"
2023-08-27_17:35:06-360,2e581ada-40b4-,4,3,3,Group3,2-3 years,Region3,2,3,2,3,,2022-07-07 15:12:38 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; LM-K500) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"
2023-08-27_17:35:06-361,7f475830-0473-,4,4,5,Group3,2-3 years,Region4,4,3,3,3,,2022-07-07 18:03:28 UTC,/contact/,https://www.bing.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36 Edg/103.0.1264.44"
2023-08-27_17:35:06-362,6dc3a9e7-b767-,5,5,4,Group4,3-4 years,Region3,1,3,1,2,,2022-07-07 18:09:00 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36 Edg/103.0.1264.44"
2023-08-27_17:35:06-363,7263a06b-8eb1-,3,4,3,Group2,3-4 years,Region2,2,1,2,3,,2022-07-07 21:14:44 UTC,/contact/,https://beepbeep.gov/metrics/,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-A102U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/17.0 Chrome/96.0.4664.104 Mobile Safari/537.36"
2023-08-27_17:35:06-364,0a130bac-5e00-,3,4,3,Group3,1-2 years,Region2,2,2,1,2,,2022-07-08 19:50:14 UTC,/contact/,https://www.bing.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36 Edg/103.0.1264.37"
2023-08-27_17:35:06-365,4938e4c5-b23b-,4,4,4,Group2,1-2 years,Region3,2,2,2,3,,2022-07-10 11:27:27 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36"
2023-08-27_17:35:06-366,a08be427-fb8d-,4,4,3,Group3,2-3 years,Region2,2,2,2,2,,2022-07-10 11:33:33 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36"
2023-08-27_17:35:06-367,5c9b657d-4598-,3,4,3,Group2,1-2 years,Region2,1,1,1,1,,2022-07-10 12:14:06 UTC,/contact/,https://beepbeep.gov/request/,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0
2023-08-27_17:35:06-368,85616680-50e0-,4,4,4,Group4,2-3 years,Region4,2,4,2,2,,2022-07-11 23:15:35 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-369,8bc88bfd-f837-,4,5,4,Group4,3-4 years,Region4,4,4,4,4,,2022-07-12 02:24:39 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-370,f45c738d-aecb-,3,4,3,Group4,3-4 years,Region3,2,3,1,3,,2022-07-12 11:01:41 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0
2023-08-27_17:35:06-371,553d7cf3-ff3e-,3,3,3,Group3,1-2 years,Region2,2,2,2,2,,2022-07-12 16:08:49 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-372,098dda1b-6a13-,4,5,4,Group2,3-4 years,Region3,3,4,2,4,,2022-07-12 18:26:27 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-373,843ec6d4-d1c7-,4,4,3,Group4,3-4 years,Region4,2,4,3,4,,2022-07-12 18:42:07 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-374,bbfcdaef-02d4-,5,5,4,Group3,3-4 years,Region4,3,4,2,2,,2022-07-13 15:02:31 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-375,e8d5c35a-2c0b-,3,4,3,Group3,2-3 years,Region2,2,3,3,3,,2022-07-13 21:02:28 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; 5062Z) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36"
2023-08-27_17:35:06-376,e930a41f-b980-,4,4,4,Group3,2-3 years,Region2,2,2,1,2,,2022-07-15 12:46:23 UTC,/contact/,nan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-377,7c1e03c7-1359-,3,4,3,Group3,1-2 years,Region2,2,3,1,2,,2022-07-15 14:16:34 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36 Edg/103.0.1264.44"
2023-08-27_17:35:06-378,7ccc21b4-02fe-,5,4,5,Group3,2-3 years,Region2,2,2,2,3,,2022-07-15 15:23:36 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-379,a7fe4ce3-f248-,5,4,3,Group3,2-3 years,Region4,3,3,3,3,,2022-07-15 15:33:02 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-380,559b77d9-d53f-,4,4,3,Group3,1-2 years,Region3,3,3,3,3,,2022-07-16 06:52:54 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.135 YaBrowser/21.6.2.817 (beta) Yowser/2.5 Safari/537.36"
2023-08-27_17:35:06-381,61a2c6c5-ee77-,4,4,4,Group5,3-4 years,Region5,2,4,2,2,,2022-07-16 12:59:14 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-382,adc0be35-e46e-,4,5,5,Group3,2-3 years,Region4,4,3,3,4,,2022-07-17 13:21:58 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-383,a6c9af77-4599-,4,4,5,Group3,3-4 years,Region5,5,5,5,5,,2022-07-18 02:10:47 UTC,/contact/,nan,"Mozilla/5.0 (Linux; Android 10; 9032Z Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.4324.181 Safari/537.36"
2023-08-27_17:35:06-384,53b766f8-fe4d-,5,5,4,Group3,2-3 years,Region4,1,2,1,2,,2022-07-18 04:26:56 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (iPad; CPU OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-385,d4b92a64-3b8f-,3,4,2,Group2,1-2 years,Region3,1,2,2,4,,2022-07-18 07:14:33 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-386,d1c689d1-9721-,4,4,4,Group4,2-3 years,Region3,3,3,3,2,,2022-07-21 15:47:22 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-387,0846c762-7ed5-,4,4,4,Group3,3-4 years,Region4,2,4,3,3,,2022-07-21 16:38:33 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-388,7e223870-5f59-,5,4,5,Group3,3-4 years,Region4,3,4,5,4,,2022-07-21 17:07:22 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-389,12cbe004-1e22-,5,4,5,Group5,3-4 years,Region5,5,5,5,5,,2022-07-21 17:37:45 UTC,/contact/,https://beepbeep.gov/contact/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-390,72a03441-0d47-,4,5,4,Group3,2-3 years,Region2,3,1,2,2,,2022-07-21 17:52:07 UTC,/contact/,https://beepbeep.gov/contact/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-391,2cf19203-0901-,4,3,3,Group3,3-4 years,Region4,5,2,4,4,,2022-07-21 18:18:44 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62"
2023-08-27_17:35:06-392,c65516c4-35c3-,4,3,4,Group4,2-3 years,Region4,2,2,3,3,,2022-07-21 19:51:31 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-393,091f997e-71d2-,4,4,5,Group2,4-5 years,Region4,5,4,4,5,,2022-07-21 20:03:32 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-394,8446683d-6510-,2,5,5,Group4,2-3 years,Region4,3,4,4,4,,2022-07-22 19:44:28 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 12; SM-G986U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36"
2023-08-27_17:35:06-395,9404e6b6-2c46-,4,4,4,Group4,2-3 years,Region3,2,1,2,2,,2022-07-23 01:23:04 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-396,6f5e28c0-da38-,3,2,4,Group5,1-2 years,Region1,1,1,1,1,,2022-07-23 06:58:10 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (iPad; CPU OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/103.0.5060.63 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-397,92449204-c0d8-,5,5,5,Group3,4-5 years,Region5,5,5,5,5,,2022-07-23 15:17:51 UTC,/contact/,https://catalog.beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0
2023-08-27_17:35:06-398,a89d70d5-64f7-,5,5,5,Group5,4-5 years,Region5,4,4,4,2,,2022-07-23 18:34:19 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
2023-08-27_17:35:06-399,95d72b9a-8663-,4,4,5,Group4,2-3 years,Region2,3,2,2,2,,2022-07-23 21:06:37 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; Wiko U316AT) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.62 Mobile Safari/537.36"
2023-08-27_17:35:06-400,c64dd018-6d34-,4,5,5,Group4,3-4 years,Region4,3,3,2,2,,2022-07-24 16:20:45 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; SM-A037U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36"
2023-08-27_17:35:06-401,4fe3e206-1bcf-,4,3,4,Group3,2-3 years,Region3,1,1,1,1,,2022-07-25 20:03:37 UTC,/contact/,nan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-402,69d22c5e-316a-,4,4,4,Group4,2-3 years,Region4,1,3,2,2,,2022-07-26 10:55:29 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-403,8b0d05b9-42e4-,5,5,4,Group4,3-4 years,Region5,4,5,4,4,,2022-07-26 15:39:11 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62"
2023-08-27_17:35:06-404,eb9abfb3-e26d-,4,5,4,Group5,3-4 years,Region4,3,4,3,4,,2022-07-27 00:00:07 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-405,f9e60d5b-b906-,4,5,4,Group3,3-4 years,Region4,3,3,3,4,,2022-07-27 14:58:21 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-406,3eef09e1-e496-,4,3,2,Group5,3-4 years,Region3,2,3,3,4,,2022-07-27 19:29:52 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.67"
2023-08-27_17:35:06-407,0635db72-10b4-,3,5,5,Group4,4-5 years,Region5,5,4,3,4,,2022-07-27 21:13:18 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-408,0dbba5e0-9ed1-,4,4,4,Group3,4-5 years,Region5,2,2,2,4,,2022-07-28 10:19:30 UTC,/contact/,https://catalog.beepbeep.gov/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:102.0) Gecko/20100101 Firefox/102.0
2023-08-27_17:35:06-409,a78bfddc-c591-,4,4,4,Group4,3-4 years,Region4,1,2,2,2,,2022-07-28 13:21:19 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-410,92565e80-4787-,5,4,5,Group4,3-4 years,Region3,4,3,3,2,,2022-07-28 18:43:20 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 12; M2101K6G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"
2023-08-27_17:35:06-411,1f937fb8-707b-,3,4,4,Group1,2-3 years,Region2,4,5,4,3,,2022-07-28 19:09:14 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-412,4afcb2ca-c3ca-,3,4,5,Group4,3-4 years,Region3,3,3,3,1,,2022-07-29 15:34:32 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-413,b02d1052-d452-,5,5,5,Group3,2-3 years,Region4,3,5,4,4,,2022-07-29 21:52:39 UTC,/contact/,https://beepbeep.gov/developers/open-source/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0
2023-08-27_17:35:06-414,a809353e-1eff-,4,3,3,Group3,2-3 years,Region3,2,2,2,3,,2022-07-29 21:53:55 UTC,/contact/,https://beepbeep.gov/developers/open-source/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0
2023-08-27_17:35:06-415,888d7472-8c78-,4,2,3,Group4,2-3 years,Region3,2,2,2,2,,2022-07-30 21:05:08 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MTC20F; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/102.0.5005.78 Mobile Safari/537.36"
2023-08-27_17:35:06-416,133a2557-78e9-,5,5,4,Group4,3-4 years,Region4,1,4,3,3,,2022-07-30 22:38:07 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-417,a5b07d1c-97e2-,4,4,4,Group3,3-4 years,Region4,4,4,4,3,,2022-07-31 03:13:22 UTC,/contact/,https://beepbeep.gov/privacy-policy/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/17.0 Chrome/96.0.4664.104 Safari/537.36"
2023-08-27_17:35:06-418,70191005-6f45-,5,4,4,Group4,2-3 years,Region5,2,3,2,2,,2022-08-01 19:31:46 UTC,/contact/,https://beepbeep.gov/local/contact/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-419,27966a85-8068-,3,3,3,Group3,2-3 years,Region3,3,3,3,3,,2022-08-01 22:57:45 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-420,aabce87d-f531-,4,4,5,Group4,4-5 years,Region4,2,1,1,1,,2022-08-01 23:08:21 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.81 Safari/537.36"
2023-08-27_17:35:06-421,32f2b901-d413-,4,4,4,Group3,2-3 years,Region3,2,2,2,2,,2022-08-03 12:18:45 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-422,db41ad93-78fb-,4,4,4,Group3,3-4 years,Region5,3,4,2,2,,2022-08-04 02:10:32 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77"
